proc rank,px,py,nx,ny,time,comm. time,omega 
2,2,2,200,200,52354000000000000.000000,7605000000000000.000000,1.950000
2,2,2,200,200,42089000000000000.000000,5797000000000000.000000,1.950000
2,2,2,200,200,41586000000000000.000000,5406000000000000.000000,1.950000
2,2,2,200,200,43896000000000000.000000,6651000000000000.000000,1.950000
2,2,2,200,200,44258000000000000.000000,7492000000000000.000000,1.950000
2,2,2,200,200,41639000000000000.000000,5390000000000000.000000,1.950000
2,2,2,200,200,41336000000000000.000000,5536000000000000.000000,1.950000
2,2,2,200,200,41433000000000000.000000,5084000000000000.000000,1.950000
2,2,2,200,200,40949000000000000.000000,4783000000000000.000000,1.950000
2,2,2,200,200,41016000000000000.000000,4731000000000000.000000,1.950000
2,2,2,200,200,41248000000000000.000000,5400000000000000.000000,1.950000
2,2,2,200,200,41077000000000000.000000,5018000000000000.000000,1.950000
2,2,2,200,200,41144000000000000.000000,5299000000000000.000000,1.950000
2,2,2,200,200,41323000000000000.000000,5174000000000000.000000,1.950000
2,2,2,200,200,41145000000000000.000000,5140000000000000.000000,1.950000
2,2,2,200,200,40807000000000000.000000,4750000000000000.000000,1.950000
2,2,2,200,200,44365000000000000.000000,6989000000000000.000000,1.950000
2,2,2,200,200,43485000000000000.000000,7262000000000000.000000,1.950000
2,2,2,200,200,41038000000000000.000000,5222000000000000.000000,1.950000
2,2,2,200,200,40848000000000000.000000,5083000000000000.000000,1.950000
2,2,2,200,200,40950000000000000.000000,5156000000000000.000000,1.950000
2,2,2,200,200,40946000000000000.000000,5573000000000000.000000,1.950000
2,2,2,200,200,40811000000000000.000000,4735000000000000.000000,1.950000
2,2,2,200,200,41079000000000000.000000,5034000000000000.000000,1.950000
2,2,2,200,200,41051000000000000.000000,4974000000000000.000000,1.950000
2,2,2,200,200,40813000000000000.000000,4617000000000000.000000,1.950000
2,2,2,200,200,40891000000000000.000000,4492999999999999.500000,1.950000
2,2,2,200,200,40911000000000000.000000,4717000000000000.000000,1.950000
2,2,2,200,200,40819000000000000.000000,5207000000000000.000000,1.950000
2,2,2,200,200,40965000000000000.000000,5061000000000000.000000,1.950000
