proc rank,px,py,nx,ny,time,comm. time,omega 
3,2,2,200,200,52257000000000000.000000,7620000000000000.000000,1.950000
3,2,2,200,200,42089000000000000.000000,5877000000000000.000000,1.950000
3,2,2,200,200,41586000000000000.000000,5540000000000000.000000,1.950000
3,2,2,200,200,43839000000000000.000000,7117000000000000.000000,1.950000
3,2,2,200,200,44270000000000000.000000,7509000000000000.000000,1.950000
3,2,2,200,200,41639000000000000.000000,5648000000000000.000000,1.950000
3,2,2,200,200,41346000000000000.000000,5173000000000000.000000,1.950000
3,2,2,200,200,41433000000000000.000000,5958000000000000.000000,1.950000
3,2,2,200,200,40955000000000000.000000,5118000000000000.000000,1.950000
3,2,2,200,200,41016000000000000.000000,4964000000000000.000000,1.950000
3,2,2,200,200,41190000000000000.000000,5631000000000000.000000,1.950000
3,2,2,200,200,41077000000000000.000000,5187000000000000.000000,1.950000
3,2,2,200,200,41144000000000000.000000,5350000000000000.000000,1.950000
3,2,2,200,200,41317000000000000.000000,5361000000000000.000000,1.950000
3,2,2,200,200,41145000000000000.000000,5537000000000000.000000,1.950000
3,2,2,200,200,40800000000000000.000000,5398000000000000.000000,1.950000
3,2,2,200,200,44367000000000000.000000,7653000000000000.000000,1.950000
3,2,2,200,200,43491000000000000.000000,5455000000000000.000000,1.950000
3,2,2,200,200,41037000000000000.000000,5336000000000000.000000,1.950000
3,2,2,200,200,40846000000000000.000000,5298000000000000.000000,1.950000
3,2,2,200,200,40950000000000000.000000,5248000000000000.000000,1.950000
3,2,2,200,200,40999000000000000.000000,5320000000000000.000000,1.950000
3,2,2,200,200,40803000000000000.000000,5165000000000000.000000,1.950000
3,2,2,200,200,41079000000000000.000000,5089000000000000.000000,1.950000
3,2,2,200,200,40984000000000000.000000,4756000000000000.000000,1.950000
3,2,2,200,200,40813000000000000.000000,4710000000000000.000000,1.950000
3,2,2,200,200,40891000000000000.000000,5281000000000000.000000,1.950000
3,2,2,200,200,40910000000000000.000000,4719000000000000.000000,1.950000
3,2,2,200,200,40818000000000000.000000,4649000000000000.000000,1.950000
3,2,2,200,200,40969000000000000.000000,5011000000000000.000000,1.950000
